Shopping,0,30,0,30,0,30,0,35,0,15,0,25,60,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,0,25,40,0,30,50,70,20,40,0,0,20,0,0,0,0,20,0,0,0,0,0,30,30,20,20,1,1,0,0
Video Players & Editors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,10,10,20,1,1,0,0
Social,70,0,0,35,0,35,0,35,70,0,0,35,0,35,0,25,0,25,0,35,0,20,0,35,0,15,0,35,0,20,0,20,0,15,0,15,0,15,0,35,0,35,0,20,0,35,0,20,0,35,0,35,0,35,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,0,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0
Social,0,15,0,0,20,0,0,20,50,0,0,10,0,20,0,0,0,0,0,15,0,5,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,15,40,0,0,0,0,20,0,35,0,5,20,0,30,0,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,1,0
Shopping,0,0,20,0,20,0,0,0,0,0,20,0,20,0,0,0,0,0,20,0,20,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,20,0,20,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Communication,60,0,0,20,0,25,0,30,70,0,0,15,0,30,0,0,0,0,70,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,5,40,0,20,0,30,0,0,10,10,0,40,0,20,0,20,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Communication,20,0,0,0,0,0,0,5,20,0,0,5,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,40,0,0,0,0,10,0,0,0,0,20,0,20,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Social,70,0,0,35,70,0,0,35,70,0,0,35,0,35,0,25,0,25,70,0,0,20,0,35,0,20,0,35,0,20,0,20,0,15,0,15,0,15,0,35,0,35,0,20,0,35,0,0,0,35,0,35,0,35,70,0,70,0,70,0,0,35,70,0,70,0,70,0,70,0,70,0,70,0,0,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0
Finance,50,0,0,25,0,10,0,10,0,0,0,5,40,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,10,0,0,0,0,5,0,0,0,0,10,0,10,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Communication,20,0,0,0,0,0,0,10,40,0,0,0,30,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,0,0,0,20,0,0,0,0,20,0,20,0,20,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
goverment apps and citizen services,0,0,0,0,10,0,0,5,0,0,0,5,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
